Title,Authors,Method,Method family,Pretraining datasets,Evaluation datasets,All datasets,Year,Venue,Is NeurIPS,Publication status,DOI,arXiv ID,Paper URL,Code URL,Dataset notes,Verified as of
Spatio-temporal self-supervision enhanced transformer networks for action recognition,"Yongkang Zhang, Han Zhang, Guoming Wu, Jun Li",STTNet,Pretext / Predictive,Kinetics-400,Kinetics-400; Something-Something V2; UCF101; HMDB51,Kinetics-400; Something-Something V2; UCF101; HMDB51,2022,ICME 2022,No,peer_reviewed,,,https://ieeexplore.ieee.org/document/9859741,,,2026-08-11
Static and Dynamic Concepts for Self-supervised Video Representation Learning,"Rui Qian, Shuangrui Ding, Xian Liu, Dahua Lin",Static-Dynamic Concept Learning,Contrastive,Kinetics-400,UCF101; HMDB51; Diving48; Kinetics-400,Kinetics-400; UCF101; HMDB51; Diving48,2022,ECCV 2022,No,peer_reviewed,10.1007/978-3-031-19809-0_9,2207.12795,https://link.springer.com/chapter/10.1007/978-3-031-19809-0_9,,,2026-08-11
Suppressing Static Visual Cues via Normalizing Flows for Self-Supervised Video Representation Learning,"Manlin Zhang, Jinpeng Wang, Andy J. Ma",Static-cue suppression with normalizing flows,Contrastive,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2022,AAAI 2022,No,peer_reviewed,,2112.03803,https://ojs.aaai.org/index.php/AAAI/article/view/20254,https://github.com/mettyz/SSVC,,2026-08-11
TCGL: Temporal Contrastive Graph for Self-Supervised Video Representation Learning,"Yang Liu , Keze Wang , Lingbo Liu , Haoyuan Lan, and Liang Lin",TCGL,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51; Something-Something V2,UCF101; Kinetics-400; HMDB51; Something-Something V2,2022,IEEE Transactions on Image Processing 2022,No,peer_reviewed,10.1109/TIP.2022.3152521,,https://ieeexplore.ieee.org/document/9713748,https://github.com/YangLiu9208/TCGL,,2026-08-11
TCLR: Temporal contrastive learning for video representation,"Ishan Dave, Rohit Gupta, Mamshad Nayeem Rizve, Mubarak Shah",TCLR,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51; Diving48; Kinetics-400,UCF101; Kinetics-400; HMDB51; Diving48,2022,Computer Vision and Image Understanding 2022,No,peer_reviewed,10.1016/j.cviu.2022.103406,2101.07974,https://doi.org/10.1016/j.cviu.2022.103406,https://github.com/DAVEISHAN/TCLR,,2026-08-11
TCVM: Temporal Contrasting Video Montage Framework for Self-supervised Video Representation Learning,"Fengrui Tian, Jiawei Fan, Xie Yu, Shaoyi Du, Meina Song, Yu Zhao",TCVM,Contrastive,Kinetics-400,Something-Something V2; UCF101; HMDB51,Kinetics-400; Something-Something V2; UCF101; HMDB51,2022,ACCV 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/ACCV2022/html/Tian_TCVM_Temporal_Contrasting_Video_Montage_Framework_for_Self-supervised_Video_Representation_ACCV_2022_paper.html,,,2026-08-11
Temporal Alignment Networks for Long-Term Video,"Han, T., Xie, W., & Zisserman, A.",Temporal Alignment Networks (TAN),Contrastive,HowTo100M (HTM-370K),HTM-Align; Breakfast; YouCook2,HowTo100M (HTM-370K); HTM-Align; Breakfast; YouCook2,2022,CVPR 2022,No,peer_reviewed,,2204.02968,https://openaccess.thecvf.com/content/CVPR2022/html/Han_Temporal_Alignment_Networks_for_Long-Term_Video_CVPR_2022_paper.html,,,2026-08-11
Temporal-Invariant Video Representation Learning with Dynamic Temporal Resolutions.,"Seong-Yun Jeong, Ho-Joong Kim, Myeong-Seok Oh, Gun-Hee Lee, Seong-Whan Lee",Temporal-Invariant Dynamic-Resolution Learning,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2022,AVSS 2022,No,peer_reviewed,,,https://ieeexplore.ieee.org/document/9959310,,,2026-08-11
Transrank: Self-supervised video representation learning via ranking-based transformation recognition,"Haodong Duan, Nanxuan Zhao, Kai Chen, Dahua Lin",TransRank,Pretext / Predictive,Mini-Kinetics-200; Something-Something V1,Mini-Kinetics-200; Something-Something V1; UCF101; HMDB51,Mini-Kinetics-200; Something-Something V1; UCF101; HMDB51,2022,CVPR 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022/html/Duan_TransRank_Self-Supervised_Video_Representation_Learning_via_Ranking-Based_Transformation_Recognition_CVPR_2022_paper.html,https://github.com/kennymckormick/TransRank,,2026-08-11
Unsupervised Learning of Spatio-Temporal Representation with Multi-Task Learning for Video Retrieval,Vidit Kumar,Spatiotemporal Multi-Task Learning,Pretext / Predictive,UCF101; HMDB51,UCF101; HMDB51,UCF101; HMDB51,2022,National Conference on Communications 2022,No,peer_reviewed,,,https://ieeexplore.ieee.org/document/9806811,,,2026-08-11
Video Motion Perception for Self-supervised Representation Learning,"Wei Li, Dezhao Luo, Bo Fang, Xiaoni Li, Yu Zhou,  Weiping Wang",Video Motion Perception (VMP),Pretext / Predictive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2022,ICANN 2022,No,peer_reviewed,10.1007/978-3-031-15937-4_43,,https://link.springer.com/chapter/10.1007/978-3-031-15937-4_43,,,2026-08-11
Video representation learning by identifying spatio-temporal transformation,"Sheng Geng, Shimin Zhao , Hu Liu",Spatiotemporal Transformation Identification,Pretext / Predictive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2022,Applied Intelligence 2022,No,peer_reviewed,10.1007/s10489-021-02790-9,,https://link.springer.com/article/10.1007/s10489-021-02790-9,,,2026-08-11
VideoMAE: Masked Autoencoders Are Data-Efficient Learners for Self-Supervised Video Pre-Training,"Zhan Tong, Yibing Song, Jue Wang, Limin Wang",VideoMAE,Generative / Masked,Kinetics-400; Something-Something V2; UCF101; HMDB51,Kinetics-400; Something-Something V2; UCF101; HMDB51,Kinetics-400; Something-Something V2; UCF101; HMDB51,2022,NeurIPS 2022,Yes,peer_reviewed,,2203.12602,https://proceedings.neurips.cc/paper_files/paper/2022/hash/416f9cb3276121c42eebb86352a4354a-Abstract-Conference.html,https://github.com/MCG-NJU/VideoMAE,,2026-08-11
A large-scale study on unsupervised spatiotemporal representation learning,"Christoph Feichtenhofer, Haoqi Fan, Bo Xiong, Ross Girshick, Kaiming He",Space-Time Contrastive Study,Contrastive,Kinetics-400; Kinetics-600; Kinetics-700; Instagram-65M,Kinetics-400; Kinetics-600; Kinetics-700; UCF101; HMDB51; AVA,Kinetics-400; Kinetics-600; Kinetics-700; Instagram-65M; UCF101; HMDB51; AVA,2021,CVPR 2021,No,peer_reviewed,10.1109/CVPR46437.2021.00331,2104.14558,https://openaccess.thecvf.com/content/CVPR2021/html/Feichtenhofer_A_Large-Scale_Study_on_Unsupervised_Spatiotemporal_Representation_Learning_CVPR_2021_paper.html,https://github.com/facebookresearch/SlowFast,,2026-08-11
Active Contrastive Learning of Audio-Visual Video Representations,"Ma, S., Zeng, Z., McDuff, D., & Song, Y.",Cross-Modal Active Contrastive Coding (CM-ACC),Multimodal / Audio-Visual,Kinetics-Sounds; Kinetics-700; AudioSet; UCF101,UCF101; HMDB51; ESC-50,Kinetics-Sounds; Kinetics-700; AudioSet; UCF101; HMDB51; ESC-50,2021,ICLR 2021,No,peer_reviewed,,2009.09805,https://openreview.net/forum?id=OMizHuea_HB,,UCF101 is used in the paper's small-scale active-selection analysis in addition to the large pretraining collections.,2026-08-11
ASCNet: Self-supervised video representation learning with appearance-speed consistency,"Deng Huang, Wenhao Wu, Weiwen Hu, Xu Liu, Dongliang He, Zhihua Wu, Xiangmiao Wu, Mingkui Tan, Errui Ding",ASCNet,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2021,ICCV 2021,No,peer_reviewed,,2106.02342,https://openaccess.thecvf.com/content/ICCV2021/html/Huang_ASCNet_Self-Supervised_Video_Representation_Learning_With_Appearance-Speed_Consistency_ICCV_2021_paper.html,,,2026-08-11
Audio-visual instance discrimination with cross-modal agreement,"Pedro Morgado, Nuno Vasconcelos, Ishan Misra",AVID-CMA,Multimodal / Audio-Visual,Kinetics-400; AudioSet,UCF101; HMDB51; ESC-50; DCASE,Kinetics-400; AudioSet; UCF101; HMDB51; ESC-50; DCASE,2021,CVPR 2021,No,peer_reviewed,,2004.12943,https://openaccess.thecvf.com/content/CVPR2021/html/Morgado_Audio-Visual_Instance_Discrimination_With_Cross-Modal_Agreement_CVPR_2021_paper.html,https://github.com/facebookresearch/AVID-CMA,,2026-08-11
Back to the Future: Cycle Encoding Prediction for Self-supervised Video Representation Learning,"Xinyu Yang, Majid Mirmehdi,Tilo Burghardt",Cycle Encoding Prediction (CEP),Pretext / Predictive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2021,BMVC 2021,No,peer_reviewed,,2010.07217,https://www.bmva-archive.org.uk/bmvc/2021/assets/papers/0399.pdf,https://github.com/youshyee/CEP,,2026-08-11
Broaden your views for self-supervised video learning,"Adria Recasens, Pauline Luc, Jean-Baptiste Alayrac, Luyu Wang, Ross Hemsley, Florian Strub, Corentin Tallec, Mateusz Malinowski, Viorica Patraucean, Florent Altche, Michal Valko, Jean-Bastien Grill, Aaron van den Oord, Andrew Zisserman",BraVe,Distillation / Teacher-Student,Kinetics-400,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,ICCV 2021,No,peer_reviewed,10.1109/ICCV48922.2021.00129,2103.16559,https://openaccess.thecvf.com/content/ICCV2021/html/Recasens_Broaden_Your_Views_for_Self-Supervised_Video_Learning_ICCV_2021_paper.html,http://github.com/deepmind/brave,,2026-08-11
CoCon: Cooperative-Contrastive Learning,"Nishant Rai, Ehsan Adeli ,Kuan-Hui Lee, Adrien Gaidon, Juan Carlos Niebles",CoCon,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,CVPR 2021,No,peer_reviewed,,2104.14764,https://openaccess.thecvf.com/content/CVPR2021/html/Rai_CoCon_Cooperative-Contrastive_Learning_CVPR_2021_paper.html,http://github.com/nishantrai18/CoCon,,2026-08-11
Composable augmentation encoding for video representation learning,"Sun, C., Nagrani, A., Tian, Y., & Schmid, C.",Composable Augmentation Encoding (CATE),Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; Something-Something V2; Diving48,Kinetics-400; UCF101; HMDB51; Something-Something V2; Diving48,2021,ICCV 2021,No,peer_reviewed,10.1109/ICCV48922.2021.00871,2104.00616,https://openaccess.thecvf.com/content/ICCV2021/html/Sun_Composable_Augmentation_Encoding_for_Video_Representation_Learning_ICCV_2021_paper.html,,,2026-08-11
Contrast and order representations for video self-supervised learning,"Kai Hu, Jie Shao, Yuan Liu, Bhiksha Raj, Marios Savvides, Zhiqiang Shen",Contrast and Order Representation (CORP),Other / Hybrid,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2021,ICCV 2021,No,peer_reviewed,10.1109/ICCV48922.2021.00784,,https://openaccess.thecvf.com/content/ICCV2021/html/Hu_Contrast_and_Order_Representations_for_Video_Self-Supervised_Learning_ICCV_2021_paper.html,,,2026-08-11
CrossCLR: Cross-Modal Contrastive Learning for Multi-Modal Video Representations,"Zolfaghari, M., Zhu, Y., Gehler, P., & Brox, T.",CrossCLR,Multimodal / Audio-Visual,YouCook2; LSMDC,YouCook2; LSMDC; MSR-VTT,YouCook2; LSMDC; MSR-VTT,2021,ICCV 2021,No,peer_reviewed,,2109.14910,https://openaccess.thecvf.com/content/ICCV2021/html/Zolfaghari_CrossCLR_Cross-Modal_Contrastive_Learning_for_Multi-Modal_Video_Representations_ICCV_2021_paper.html,,,2026-08-11
Enhancing self-supervised video representation learning via multi-level feature optimization,"Rui Qian, Yuxi Li, Huabin Liu, John See, Shuangrui Ding, Xian Liu, Dian Li, Weiyao Lin",Multi-Level Feature Optimization (MFO),Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; Diving48,Kinetics-400; UCF101; HMDB51; Diving48,2021,ICCV 2021,No,peer_reviewed,,2108.02183,https://openaccess.thecvf.com/content/ICCV2021/html/Qian_Enhancing_Self-Supervised_Video_Representation_Learning_via_Multi-Level_Feature_Optimization_ICCV_2021_paper.html,https://github.com/shvdiwnkozbw/Video-Representation-via-Multi-level-Optimization,,2026-08-11
Enhancing unsupervised video representation learning by decoupling the scene and the motion,"Jinpeng Wang, Yuting Gao, Ke Li, Jianguo Hu, Xinyang Jiang, Xiaowei Guo, Rongrong Ji, Xing Sun",Decoupling Scene and Motion (DSM),Contrastive,Kinetics-400; UCF101,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,AAAI 2021,No,peer_reviewed,,2009.05757,https://ojs.aaai.org/index.php/AAAI/article/view/17215,https://github.com/FingerRec/DSM-decoupling-scene-motion,,2026-08-11
Inter-intra Variant Dual Representations for Self-supervised Video Recognition,"Lin Zhang, Qi She, Zhengyang Shen, Changhu Wang",Inter-Intra Variant Dual Representations (IVDR),Contrastive,Kinetics-400; UCF101,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,BMVC 2021,No,peer_reviewed,10.5244/C.35.131,2107.01194,https://doi.org/10.5244/C.35.131,,,2026-08-11
Learning temporal dynamics from cycles in narrated video,"Epstein, D., Wu, J., Schmid, C., & Sun, C.",Multimodal Temporal Cycle Consistency (MMCC),Multimodal / Audio-Visual,HowTo100M,CrossTask; COIN; EPIC-KITCHENS-100,HowTo100M; CrossTask; COIN; EPIC-KITCHENS-100,2021,ICCV 2021,No,peer_reviewed,,2101.02337,https://openaccess.thecvf.com/content/ICCV2021/html/Epstein_Learning_Temporal_Dynamics_From_Cycles_in_Narrated_Video_ICCV_2021_paper.html,,,2026-08-11
Long short view feature decomposition via contrastive video representation learning,"Nadine Behrmann, Mohsen Fayyaz, Juergen Gall, Mehdi Noroozi",Long-Short View Feature Decomposition (LSFD),Contrastive,Kinetics-400,UCF101; HMDB51; Breakfast; 50Salads,Kinetics-400; UCF101; HMDB51; Breakfast; 50Salads,2021,ICCV 2021,No,peer_reviewed,,2109.11593,https://openaccess.thecvf.com/content/ICCV2021/html/Behrmann_Long_Short_View_Feature_Decomposition_via_Contrastive_Video_Representation_Learning_ICCV_2021_paper.html,,,2026-08-11
MoDist: Motion Distillation for Self-Supervised Video Representation Learning,"Fanyi Xiao, Joseph Tighe, Davide Modolo",MoDist,Distillation / Teacher-Student,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,arXiv / Preprint,No,preprint,,2106.09703,https://arxiv.org/abs/2106.09703,,,2026-08-11
Motion-augmented self-training for video recognition at smaller scale,"Kirill Gavrilyuk, Mihir Jain, Ilia Karmanov, Cees G. M. Snoek",MotionFit,Distillation / Teacher-Student,Kinetics-400; UCF101; HMDB51,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,ICCV 2021,No,peer_reviewed,,2105.01646,https://openaccess.thecvf.com/content/ICCV2021/html/Gavrilyuk_Motion-Augmented_Self-Training_for_Video_Recognition_at_Smaller_Scale_ICCV_2021_paper.html,,Kinetics-400 supplies unlabeled self-training video; the small target datasets train the motion teacher and evaluate transfer.,2026-08-11
Motion-focused contrastive learning of video representations,"Rui Li, Yiheng Zhang, Zhaofan Qiu, Ting Yao, Dong Liu, and Tao Mei",Motion-Focused Contrastive Learning (MCL),Contrastive,ImageNet-1K; Kinetics-400; UCF101,Kinetics-400; UCF101; HMDB51,ImageNet-1K; Kinetics-400; UCF101; HMDB51,2021,ICCV 2021,No,peer_reviewed,10.1109/ICCV48922.2021.00211,2201.04029,https://openaccess.thecvf.com/content/ICCV2021/html/Li_Motion-Focused_Contrastive_Learning_of_Video_Representations_ICCV_2021_paper.html,https://github.com/YihengZhang-CV/MCL-Motion-Focused-Contrastive-Learning,,2026-08-11
On compositions of transformations in contrastive self-supervised learning,"Mandela Patrick, Yuki M. Asano, Polina Kuznetsova, Ruth Fong, João F. Henriques, Geoffrey Zweig, Andrea Vedaldi",Generalized Data Transformations (GDT),Contrastive,Kinetics-400; AudioSet; HowTo100M,UCF101; HMDB51; ESC-50; Kinetics-400,Kinetics-400; AudioSet; HowTo100M; UCF101; HMDB51; ESC-50,2021,ICCV 2021,No,peer_reviewed,,2003.04298,https://openaccess.thecvf.com/content/ICCV2021/html/Patrick_On_Compositions_of_Transformations_in_Contrastive_Self-Supervised_Learning_ICCV_2021_paper.html,https://github.com/facebookresearch/GDT,,2026-08-11
Parameter Efficient Multimodal Transformers for Video Representation Learning,"Lee, S., Yu, Y., Kim, G., Breuel, T., Kautz, J., & Song, Y.",Audio-Visual BERT (AVBERT),Multimodal / Audio-Visual,Kinetics-700; AudioSet,UCF101; ESC-50; Charades; Kinetics-Sounds,Kinetics-700; AudioSet; UCF101; ESC-50; Charades; Kinetics-Sounds,2021,ICLR 2021,No,peer_reviewed,,2012.04124,https://openreview.net/forum?id=6UdQLhqJyFD,,,2026-08-11
Removing the background by adding the background: Towards background robust self-supervised video representation learning,"Jinpeng Wang, Yuting Gao, Ke Li, Yiqi Lin, Andy J. Ma, Hao Cheng, Pai Peng, Feiyue Huang, Rongrong Ji, Xing Sun",Background Erasing (BE),Contrastive,Kinetics-400; UCF101; HMDB51,UCF101; HMDB51; Diving48,Kinetics-400; UCF101; HMDB51; Diving48,2021,CVPR 2021,No,peer_reviewed,,2009.05769,https://openaccess.thecvf.com/content/CVPR2021/html/Wang_Removing_the_Background_by_Adding_the_Background_Towards_Background_Robust_Self-Supervised_CVPR_2021_paper.html,https://github.com/FingerRec/BE,,2026-08-11
RSPNet: Relative Speed Perception for Unsupervised Video Representation Learning,"Peihao Chen, Deng Huang, Dongliang He, Xiang Long, Runhao Zeng, Shilei Wen, Mingkui Tan, Chuang Gan",RSPNet,Pretext / Predictive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2021,AAAI 2021,No,peer_reviewed,,2011.07949,https://ojs.aaai.org/index.php/AAAI/article/view/16189,https://github.com/PeihaoChen/RSPNet,,2026-08-11
SeCo: Exploring Sequence Supervision for Unsupervised Representation Learning,"Ting Yao, Yiheng Zhang, Zhaofan Qiu, Yingwei Pan, Tao Mei",SeCo,Contrastive,Kinetics-400,Kinetics-400; ActivityNet; OTB-100; UCF101; HMDB51,Kinetics-400; ActivityNet; OTB-100; UCF101; HMDB51,2021,AAAI 2021,No,peer_reviewed,10.1609/aaai.v35i12.17274,2008.00975,https://ojs.aaai.org/index.php/AAAI/article/view/17274,https://github.com/YihengZhang-CV/SeCo-Sequence-Contrastive-Learning,,2026-08-11
Self-supervised learning of compressed video representations,"Youngjae Yu, Sangho Lee, Gunhee Kim, Yale Song",Compressed Video Representation Learning (CVRL-C),Pretext / Predictive,Kinetics-400,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,ICLR 2021,No,peer_reviewed,,,https://openreview.net/forum?id=jMPcEkJpdD,,,2026-08-11
Self-supervised video representation learning by context and motion decoupling,"Lianghua Huang, Yu Liu, Bin Wang, Pan Pan, Yinghui Xu, Rong Jin",Context and Motion Decoupling (CMD),Pretext / Predictive,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,CVPR 2021,No,peer_reviewed,10.1109/CVPR46437.2021.01367,2104.00862,https://openaccess.thecvf.com/content/CVPR2021/html/Huang_Self-Supervised_Video_Representation_Learning_by_Context_and_Motion_Decoupling_CVPR_2021_paper.html,,,2026-08-11
Self-supervised video representation learning with meta-contrastive network,"Yuanze Lin, Xun Guo, Yan Lu",Meta-Contrastive Network (MCN),Contrastive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2021,ICCV 2021,No,peer_reviewed,10.1109/ICCV48922.2021.00813,,https://openaccess.thecvf.com/content/ICCV2021/html/Lin_Self-Supervised_Video_Representation_Learning_With_Meta-Contrastive_Network_ICCV_2021_paper.html,,,2026-08-11
Self-supervised visual learning by variable playback speeds prediction of a video,"Hyeon Cho, Taehoon Kim, Hyungjin Chang, Wonjun Hwang",Variable Playback Speed Prediction,Pretext / Predictive,UCF101; HMDB51,UCF101; HMDB51,UCF101; HMDB51,2021,IEEE Access 2021,No,peer_reviewed,10.1109/ACCESS.2021.3084840,2003.02692,https://ieeexplore.ieee.org/document/9443174,https://github.com/hyeon-jo/PSPNet,,2026-08-11
Spatiotemporal contrastive video representation learning,"Rui Qian, Tianjian Meng, Boqing Gong, Ming-Hsuan Yang, Huisheng Wang, Serge Belongie, Yin Cui",CVRL,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; AVA,Kinetics-400; UCF101; HMDB51; AVA,2021,CVPR 2021,No,peer_reviewed,10.1109/CVPR46437.2021.00689,2008.03800,https://openaccess.thecvf.com/content/CVPR2021/html/Qian_Spatio-Temporal_Contrastive_Video_Representation_Learning_CVPR_2021_paper.html,https://github.com/tensorflow/models/tree/master/official/,,2026-08-11
Temporally coherent embeddings for self-supervised video representation learning,"Joshua Knights, Ben Harwood, Daniel Ward, Anthony Vanderkop, Olivia Mackenzie-Ross, Peyman Moghadam",Temporally Coherent Embeddings (TCE),Contrastive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2021,ICPR 2020,No,peer_reviewed,,2004.02753,https://ieeexplore.ieee.org/document/9412071,https://github.com/csiro-robotics/tce,The conference retained the ICPR 2020 name but the IEEE proceedings record was published in 2021.,2026-08-11
Time-equivariant contrastive video representation learning,"Simon Jenni, Hailin Jin",Time-Equivariant Contrastive Learning (TE),Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; FineGym,Kinetics-400; UCF101; HMDB51; FineGym,2021,ICCV 2021,No,peer_reviewed,,2112.03624,https://openaccess.thecvf.com/content/ICCV2021/html/Jenni_Time-Equivariant_Contrastive_Video_Representation_Learning_ICCV_2021_paper.html,,,2026-08-11
Unsupervised video representation learning by bidirectional feature prediction,"Nadine Behrmann, Juergen Gall, Mehdi Noroozi",Bidirectional Feature Prediction (BFP),Pretext / Predictive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2021,WACV 2021,No,peer_reviewed,,2011.06037,https://openaccess.thecvf.com/content/WACV2021/html/Behrmann_Unsupervised_Video_Representation_Learning_by_Bidirectional_Feature_Prediction_WACV_2021_paper.html,,,2026-08-11
Unsupervised visual representation learning by tracking patches in video,"Guangting Wang, Yizhou Zhou, Chong Luo, Wenxuan Xie, Wenjun Zeng,  Zhiwei Xiong",Catch-the-Patch (CtP),Pretext / Predictive,Kinetics-400,UCF101; HMDB51; Something-Something V1; Something-Something V2,Kinetics-400; UCF101; HMDB51; Something-Something V1; Something-Something V2,2021,CVPR 2021,No,peer_reviewed,,2105.02545,https://openaccess.thecvf.com/content/CVPR2021/html/Wang_Unsupervised_Visual_Representation_Learning_by_Tracking_Patches_in_Video_CVPR_2021_paper.html,https://github.com/microsoft/CtP,,2026-08-11
"VATT: Transformers for multimodal self-supervised learning from raw video, audio and text","Hassan Akbari, Liangzhe Yuan, Rui Qian, Wei-Hong Chuang, Shih-Fu Chang, Yin Cui, Boqing Gong",VATT,Multimodal / Audio-Visual,HowTo100M; AudioSet,Kinetics-400; Kinetics-600; Kinetics-700; Moments in Time V1; ImageNet-1K; AudioSet; YouCook2; MSR-VTT,HowTo100M; AudioSet; Kinetics-400; Kinetics-600; Kinetics-700; Moments in Time V1; ImageNet-1K; YouCook2; MSR-VTT,2021,NeurIPS 2021,Yes,peer_reviewed,,2104.11178,https://proceedings.neurips.cc/paper/2021/hash/cb3213ada48302953cb0f166464ab356-Abstract.html,https://github.com/google-research/google-research/tree/master/vatt,,2026-08-11
Vi2CLR: Video and image for visual contrastive learning of representation,"Ali Diba, Vivek Sharma, Reza Safdari, Dariush Lotfi, M. Saquib Sarfraz,Rainer Stiefelhagen, Luc Van Gool,",Vi2CLR,Contrastive,ImageNet-1K; Kinetics-400,Kinetics-400; UCF101; HMDB51,ImageNet-1K; Kinetics-400; UCF101; HMDB51,2021,ICCV 2021,No,peer_reviewed,,,https://openaccess.thecvf.com/content/ICCV2021/html/Diba_Vi2CLR_Video_and_Image_for_Visual_Contrastive_Learning_of_Representation_ICCV_2021_paper.html,,,2026-08-11
Video contrastive learning with global context,"Haofei Kuang, Yi Zhu, Zhi Zhang, Xinyu Li, Joseph Tighe,Soren Schwertfeger, Cyrill Stachniss, Mu Li",VCLR,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; ActivityNet; THUMOS14,Kinetics-400; UCF101; HMDB51; ActivityNet; THUMOS14,2021,ICCV Workshops 2021,No,peer_reviewed,,2108.02722,https://openaccess.thecvf.com/content/ICCV2021W/CVEU/html/Kuang_Video_Contrastive_Learning_With_Global_Context_ICCVW_2021_paper.html,https://github.com/amazon-science/video-contrastive-learning,,2026-08-11
VideoMoCo: Contrastive Video Representation Learning with Temporally Adversarial Examples,"Tian Pan, Yibing Song, Tianyu Yang, Wenhao Jiang, Wei Liu",VideoMoCo,Contrastive,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2021,CVPR 2021,No,peer_reviewed,,2103.05905,https://openaccess.thecvf.com/content/CVPR2021/html/Pan_VideoMoCo_Contrastive_Video_Representation_Learning_With_Temporally_Adversarial_Examples_CVPR_2021_paper.html,https://github.com/tinapan-pt/VideoMoCo,,2026-08-11
VIMPAC: Video Pre-Training via Masked Token Prediction and Contrastive Learning,"Hao Tan, Jie Lei, Thomas Wolf, Mohit Bansal",VIMPAC,Generative / Masked,HowTo100M,Something-Something V2; Diving48; UCF101; HMDB51,HowTo100M; Something-Something V2; Diving48; UCF101; HMDB51,2021,NeurIPS 2021,Yes,peer_reviewed,,2106.11250,https://openreview.net/forum?id=NP9T_pViXU,,,2026-08-11
Watching the World Go By: Representation Learning from Unlabeled Videos,"Daniel Gordon, Kiana Ehsani, Dieter Fox, Ali Farhadi",Video Noise-Contrastive Estimation (VINCE),Contrastive,R2V2; YouTube-8M URL collection; Kinetics-400 URL collection,ImageNet-1K; SUN397; Kinetics-400; GOT-10k; OTB-2015,R2V2; YouTube-8M URL collection; Kinetics-400 URL collection; ImageNet-1K; SUN397; Kinetics-400; GOT-10k; OTB-2015,2021,ICLR 2021,No,peer_reviewed,,2003.07990,https://openreview.net/forum?id=iktA2PtTRsK,,R2V2 is the authors' Random Related Video Views collection; URL-based YouTube-8M and Kinetics-400 collections are reported as variants.,2026-08-11
Watching too much television is good: Self-supervised audio-visual representation learning from movies and tv shows,"Mahdi M. Kalayeh, Nagendra Kamath, Lingyi Liu",Long-form Audio-Visual Contrastive Learning,Multimodal / Audio-Visual,Long-form movies and TV shows,UCF101; HMDB51; ESC-50,Long-form movies and TV shows; UCF101; HMDB51; ESC-50,2021,arXiv / Preprint,No,preprint,,2106.08513,https://arxiv.org/abs/2106.08513,,The training collection is described by media type rather than released as a named benchmark.,2026-08-11
AudioVisual SlowFast Networks for Video Recognition,"Fanyi Xiao, Yong Jae Lee, Kristen Grauman, Jitendra Malik, Christoph Feichtenhofer",AudioVisual SlowFast (AVSlowFast),Multimodal / Audio-Visual,Kinetics-400; Kinetics-600,EPIC-KITCHENS-55; Kinetics-400; Kinetics-600; Kinetics-Sounds; Charades; AVA; UCF101; HMDB51,Kinetics-400; Kinetics-600; EPIC-KITCHENS-55; Kinetics-Sounds; Charades; AVA; UCF101; HMDB51,2020,arXiv / Preprint,No,preprint,,2001.08740,https://arxiv.org/abs/2001.08740,https://github.com/facebookresearch/SlowFast,,2026-08-11
